trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.5, 'e': 0.15645294267495474}",20,15,11.382709268844067,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.1556726303679973}",20,0,14.596349199881171,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.15489620988490707}",25,11,24.957101932676323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.15412366181513143}",25,13,19.064933896093432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.15335496684492847}",20,2,15.030149188620872,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.15259010575688386}",30,19,-20.007788734541148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
376,False,"{'a': 0.5, 'e': 0.15182905942943062}",25,18,14.430468190916255,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.15107180883637084}",25,2,1.3076967360978622,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15031833504640033}",20,14,11.156424480580934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.14956861922263504}",25,13,12.348780224655185,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.1488226426221404}",20,5,26.81164728612703,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.14808038659546244}",30,19,20.4730568449232,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.14734183258616196}",20,8,21.526398979696154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,14,11.225126857011736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.1458757568562274}",30,15,-24.54286084726961,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
385,False,"{'a': 0.5, 'e': 0.14514819848362376}",25,14,20.167232783113153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.14442426882354198}",20,14,11.07173755672322,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.14370394977770296}",25,20,9.418511665450268,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.14298722333809288}",30,10,10.782871916069759,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,15,11.125644395871054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.14156447669413402}",25,14,13.256258468489708,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.140858420921045}",30,8,31.402469943633673,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.14015588661581538}",25,8,20.009183454509486,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.13945685621505094}",25,11,23.531523971281345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.13876131224295526}",20,13,12.513609955693259,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.13806923731089282}",25,14,10.8182347720747,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.13738061411695426}",20,16,6.727438456115318,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.13669542544552388}",20,5,-2.0620505345083586,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.13601365416684916}",20,6,23.192368455464003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.1353352832366127}",30,17,25.332752356688527,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.1346602956955059}",20,10,-23.13243424111131,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.5, 'e': 0.13398867466880496}",20,0,24.22759775214328,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
402,False,"{'a': 0.5, 'e': 0.13332040336594939}",25,19,7.64680017716192,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.13265546508012174}",20,8,20.913559287952765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.13199384318783022}",25,17,12.863062073785667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.13133552114849306}",20,8,21.162252164156026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.13068048250402506}",35,21,25.314833532984366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.13002871087842593}",20,12,3.6593976272414688,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.1293801899773711}",20,1,22.248284173111575,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.12873490358780426}",20,9,-25.22776651620919,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
410,False,"{'a': 0.5, 'e': 0.128092835577532}",20,7,24.769992093651645,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.12745396989482075}",30,4,27.4228562870959,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.1268182905679951}",25,20,7.190074499377735,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,10,20.73987213001108,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.1255564274931972}",25,11,24.34207295209587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.12493021219858243}",30,19,14.926305286304334,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.1243071201657794}",30,12,29.78227223658025,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.12368713581745484}",30,16,14.13886812642329,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.12307024365396772}",20,7,19.563379276494484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.12245642825298192}",35,18,-13.126375995683247,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
420,False,"{'a': 0.5, 'e': 0.12184567426908037}",25,8,18.82152567426663,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.1212379664333817}",25,17,10.623535773013671,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.12063328955315827}",30,16,24.43142135336036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.12003162851145674}",20,8,24.01026472854442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.11943296826671963}",20,0,35.46022495726502,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
425,False,"{'a': 0.5, 'e': 0.11883729385240967}",30,11,34.200954262896154,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.11824459037663541}",20,4,15.500580361102498,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.1176548430217792}",20,14,6.41436819818189,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.11706803704412638}",20,7,13.601603242497992,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.11648415777349698}",25,14,17.000761631297383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.11590319061287875}",30,5,33.71567528881473,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.11532512103806253}",20,11,5.056843057852742,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11474993459727877}",30,11,23.238753053721798,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.11417761691083651}",25,18,14.24400907432225,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.11360815367076373}",30,16,-12.122530271552522,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
435,False,"{'a': 0.5, 'e': 0.11304153064044986}",20,10,18.91270369230393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.11247773365428959}",20,10,16.34521275925248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.11191674861732889}",30,19,11.661882577350795,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.11135856150491263}",25,11,26.4638666710044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,0,-1.0022829431682392,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.11025052530448523}",20,11,15.01735723085034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.10970064851551142}",20,13,-27.341047883692262,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
442,False,"{'a': 0.5, 'e': 0.10915351424846408}",20,7,-14.726292715506723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
443,False,"{'a': 0.5, 'e': 0.10860910882495797}",20,15,9.838129815745667,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.10806741863482927}",20,7,22.41555585851247,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.10752843013579497}",20,6,16.384757010355894,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10699212985311449}",20,10,16.254007709475907,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.10645850437925282}",20,16,9.532614881690499,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.10592754037354538}",25,10,-16.420355531282553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
449,False,"{'a': 0.5, 'e': 0.10539922456186435}",30,16,26.573800922132833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.1048735437362869}",25,17,16.287013354855915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.10435048475476501}",20,16,7.014854653477692,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.10383003454079694}",30,22,13.065637181750219,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.10331218008310021}",20,15,11.711496217203136,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.10279690843528641}",30,19,22.82106876215029,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.10228420671553745}",20,9,20.158448559390173,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.10177406210628373}",20,16,9.337720079851714,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.10126646185388341}",25,3,34.022524525242225,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.10076139326830374}",20,13,2.6267624961620104,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.10025884372280372}",20,10,14.442771242176905,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.09975880065361864}",20,16,8.459635058723403,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.09926125155964566}",20,6,22.018386236649146,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.09876618400213155}",30,24,11.965486108044995,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.09827358560436156}",25,9,2.360706001497905,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09778344405135006}",30,12,24.92504003899753,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.09729574708953277}",25,10,28.24163828023495,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.09681048252646023}",30,13,17.897644613405408,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.09632763823049305}",25,13,22.154885048086594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.09584720213049866}",30,20,-24.05278003520414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
469,False,"{'a': 0.5, 'e': 0.09536916221554963}",25,12,10.060053140744312,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.09489350653462313}",25,16,11.435973926547408,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.09442022319630236}",20,14,10.534769196093794,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.09394930036847919}",30,18,18.367495333520857,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.09348072627805848}",20,3,17.634390353224756,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.09301448921066349}",35,22,24.394984846033182,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.0925505775103433}",20,15,10.059840902623947,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.09208897957928117}",25,17,17.112895144373354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.09162968387750485}",25,13,25.72461024545569,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.09117267892259787}",20,10,6.528475175540475,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.09071795328941253}",25,19,10.298676344412847,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.09026549560978428}",20,9,11.685204560631227,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.08981529457224764}",25,12,21.645023223557793,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.08936733892175319}",20,6,26.415722206353323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.08892161745938636}",25,17,15.309458843752852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.08847811904208729}",20,13,14.699757114069865,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.08803683258237256}",25,17,15.958521772095747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.08759774704805764}",25,11,-9.38342360359525,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.08716085146198131}",20,11,12.643745818923184,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.08672613490173116}",25,11,29.2587595347353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.08629358649937051}",25,14,5.938111141843104,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.08586319544116684}",25,15,-1.7993571406410327,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.08543495096732125}",25,6,29.416644808300074,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.08500884237169958}",30,19,0.8942121196017871,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.0845848590015647}",30,15,27.285608769101785,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.08416299025731037}",20,9,14.365182174567707,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08374322559219596}",25,11,25.935310517572535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.083325554512083}",25,0,4.945019369197573,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
497,False,"{'a': 0.5, 'e': 0.08290996657517267}",20,12,17.154469336912307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.082496451391745}",25,16,14.98029263155825,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,14,9.372573697367457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.08167559798529347}",20,13,-9.61658013021553,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.08126823924089169}",20,0,32.04304480322195,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
502,False,"{'a': 0.5, 'e': 0.08086291220670368}",20,6,24.968117156921824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,16,18.621213376263622,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.08005831278672056}",25,15,23.451259651455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,14,10.90623569520738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.07926171926473156}",25,5,19.85181014264495,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.07886639979067496}",20,0,20.533963135850875,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
508,False,"{'a': 0.5, 'e': 0.07847305198072073}",25,13,24.306260759074654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.07808166600115314}",30,16,24.880549347202567,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.07769223206730237}",25,11,25.91217713860045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.07730474044329975}",25,16,17.84880691780948,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.07691918144183452}",35,25,6.031588505368234,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.07653554542391153}",20,10,22.67941689136689,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.07615382279861033}",20,15,10.587948932378193,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.07577400402284548}",25,16,15.073262453310543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.07539607960112778}",25,11,29.83651253618681,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.07502004008532698}",35,21,-11.76016851351864,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
518,False,"{'a': 0.5, 'e': 0.07464587607443558}",25,14,21.626376890825927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.07427357821433389}",20,0,20.463820228225618,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.07390313719755597}",25,12,-18.41222142721762,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
521,False,"{'a': 0.5, 'e': 0.07353454376305711}",20,9,18.44927465774985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.07316778869598223}",25,15,21.397640189616546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.0728028628274356}",25,13,21.98631705400096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.07243975703425147}",25,11,26.993156827764526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.07207846223876611}",20,6,26.018797546215016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.07171896940859078}",20,13,-1.122105937121564,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.07136126955638607}",25,14,21.496618052866097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.07100535373963698}",20,16,6.887789002715447,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,9,22.673760429712534,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.07029883866522846}",25,13,23.490225957686132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,15,9.026553043365407,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.06959935353326903}",20,11,-2.9902435411016377,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.069252225309346}",20,7,24.597928371513653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.06890682839466256}",25,10,28.82224260618076,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.06856315415427792}",30,15,16.74589447257995,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.06822119399631814}",20,8,13.764777559663393,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.06788093937176144}",25,12,21.671849457539206,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.06754238177422453}",20,6,23.614016922482925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.06720551273974976}",20,5,-18.627194702529216,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
540,False,"{'a': 0.5, 'e': 0.06687032384659382}",20,13,12.831061073743685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.06653680671501687}",25,17,6.612219741235959,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.06620495300707324}",25,11,24.758272118405536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.06587475442640296}",25,14,19.51390012206628,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.06554620271802433}",25,15,17.87659125702154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.06521928966812754}",20,10,11.909776567604318,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.06489400710386928}",30,18,24.514214912427818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.06457034689316848}",20,0,28.427227652461905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.0642483009445031}",25,16,3.1933238749611705,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.06392786120670758}",20,0,26.919734851947243,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
550,False,"{'a': 0.5, 'e': 0.06360901966877182}",30,21,16.00724012711454,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.06329176835964072}",20,11,16.970393420150348,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.06297609934801508}",20,13,14.777144249121537,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.06266200474215317}",25,14,21.251461789376457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.06234947668967344}",25,13,24.04124407072228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
